ID,Response
50883,0.23994442245562525
50884,0.23994442245562525
50885,0.23994442245562525
50886,0.23994442245562525
50887,0.23994442245562525
50888,0.23994442245562525
50889,0.23994442245562525
50890,0.23994442245562525
50891,0.23994442245562525
50892,0.23994442245562525
50893,0.23994442245562525
50894,0.23994442245562525
50895,0.23994442245562525
50896,0.23994442245562525
50897,0.23994442245562525
50898,0.23994442245562525
50899,0.23994442245562525
50900,0.23994442245562525
50901,0.23994442245562525
50902,0.23994442245562525
50903,0.23994442245562525
50904,0.23994442245562525
50905,0.23994442245562525
50906,0.23994442245562525
50907,0.23994442245562525
50908,0.23994442245562525
50909,0.23994442245562525
50910,0.23994442245562525
50911,0.23994442245562525
50912,0.23994442245562525
50913,0.23994442245562525
50914,0.23994442245562525
50915,0.23994442245562525
50916,0.23994442245562525
50917,0.23994442245562525
50918,0.23994442245562525
50919,0.23994442245562525
50920,0.23994442245562525
50921,0.23994442245562525
50922,0.23994442245562525
50923,0.23994442245562525
50924,0.23994442245562525
50925,0.23994442245562525
50926,0.23994442245562525
50927,0.23994442245562525
50928,0.23994442245562525
50929,0.23994442245562525
50930,0.23994442245562525
50931,0.23994442245562525
50932,0.23994442245562525
50933,0.23994442245562525
50934,0.23994442245562525
50935,0.23994442245562525
50936,0.23994442245562525
50937,0.23994442245562525
50938,0.23994442245562525
50939,0.23994442245562525
50940,0.23994442245562525
50941,0.23994442245562525
50942,0.23994442245562525
50943,0.23994442245562525
50944,0.23994442245562525
50945,0.23994442245562525
50946,0.23994442245562525
50947,0.23994442245562525
50948,0.23994442245562525
50949,0.23994442245562525
50950,0.23994442245562525
50951,0.23994442245562525
50952,0.23994442245562525
50953,0.23994442245562525
50954,0.23994442245562525
50955,0.23994442245562525
50956,0.23994442245562525
50957,0.23994442245562525
50958,0.23994442245562525
50959,0.23994442245562525
50960,0.23994442245562525
50961,0.23994442245562525
50962,0.23994442245562525
50963,0.23994442245562525
50964,0.23994442245562525
50965,0.23994442245562525
50966,0.23994442245562525
50967,0.23994442245562525
50968,0.23994442245562525
50969,0.23994442245562525
50970,0.23994442245562525
50971,0.23994442245562525
50972,0.23994442245562525
50973,0.23994442245562525
50974,0.23994442245562525
50975,0.23994442245562525
50976,0.23994442245562525
50977,0.23994442245562525
50978,0.23994442245562525
50979,0.23994442245562525
50980,0.23994442245562525
50981,0.23994442245562525
50982,0.23994442245562525
